Anzahl Random;Number of Records;Geschlecht (group);Befragungsjahr;Schultyp;Alter;Geschlecht;GefallenSchule;AendernSchule;Lieblingsfach;Berufswunsch;SorgenSchule;SorgenAusbildung;SorgenFamilie;SorgenBeziehung;SorgenFinanzen;SorgenGesundheit;Wohnortwunsch
1;1;Männlich;2009;Andere Schule;> 18 Jahre;Männlich;Eher gut;weniger Tests/besser verteilt;Sport;Natur;Ja;Nein;Ja;Überhaupt nicht;Ja;Nein;Thailand
1;1;Männlich;2009;Andere Schule;> 18 Jahre;Männlich;Eher gut;keine Angabe;Mathematik;Verkauf;Ja;Ja;Ja;Eher nicht;Nein;Ja;Region Basel
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Organisation/ System verbessern;Deutsch;Planung, Konstruktion;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Kanton Waadt
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;keine Angabe;Ein anderes Fach;Verkehr, Logistik;Nein;Nein;Nein;Sehr stark;Nein;Nein;Equador
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Ausländer/Integration;Musik;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2009;Andere Schule;15 bis 17 Jahre;Männlich;Sehr gut;keine Angabe;Mathematik;Keine Angabe;Nein;Ja;Nein;Eher stark;Ja;Ja;Region Basel
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Sydney
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;langsamer/ einfacher;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Amerika
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;gewisse Schulfächer;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;England
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Frankreich
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;eigenes Klassenzimmer;Sport;Keine Angabe;Nein;Nein;Nein;Eher stark;Nein;Nein;Amerika
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;keine Angabe;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Kanton Zürich
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;schöneres Schulhaus;Ein anderes Fach;Bildung, Soziales;Nein;Ja;Nein;Eher stark;Nein;Nein;London
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;farbigere Schule;Ein anderes Fach;Bildung, Soziales;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;New York
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Gar nicht gut;Schulzeiten/ Stundenplan;Englisch;Keine Angabe;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Miami
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;keine Angabe;Deutsch;Keine Angabe;Nein;Nein;Nein;Sehr stark;Nein;Nein;Keine Angabe
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;Weiss nicht;Sport;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;New York
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher nicht gut;Ausländer/Integration;Ein anderes Fach;Planung, Konstruktion;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Neuseeland
1;1;Weiblich;2013;Gymnasium;11 bis 14 Jahre;Weiblich;Eher gut;schöneres Schulhaus;Ein anderes Fach;Keine Angabe;Nein;Nein;Ja;Sehr stark;Nein;Nein;Australien
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;Weiss nicht;Ein anderes Fach;Planung, Konstruktion;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Schweden
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;schöneres Schulhaus;Ein anderes Fach;Keine Angabe;Ja;Ja;Nein;Eher nicht;Nein;Ja;San Francisco
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Sehr gut;schöneres Schulhaus;Ein anderes Fach;Keine Angabe;Nein;Ja;Nein;Sehr stark;Nein;Nein;Amerika
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;weniger Schule;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Schweiz
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Deutsch;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;anderes
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Kultur;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Schweiz
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Gestaltung, Kunst;Ja;Ja;Nein;Sehr stark;Nein;Nein;Keine Angabe
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;schöneres Schulhaus;Deutsch;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Schweiz
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;Organisation/ System verbessern;Mathematik;Gesundheit;Ja;Nein;Ja;Eher nicht;Ja;Nein;Kanton Zürich
1;1;Männlich;2013;Gymnasium;11 bis 14 Jahre;Männlich;Gar nicht gut;gewisse Schulfächer;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Eher stark;Nein;Ja;China
1;1;Männlich;2013;Andere Schule;> 18 Jahre;Männlich;Sehr gut;Lohn;Ein anderes Fach;Schönheit, Sport;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Mazedonien
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;längere Pausen;Ein anderes Fach;Verkehr, Logistik;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Kanton Zürich
1;1;Männlich;2013;Andere Schule;> 18 Jahre;Männlich;Eher gut;schöneres Schulhaus;Sport;Schönheit, Sport;Nein;Ja;Ja;Überhaupt nicht;Ja;Nein;Region Basel
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Weiss nicht;Sport;Schönheit, Sport;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2013;Andere Schule;> 18 Jahre;Männlich;Sehr gut;Lohn;Sport;Schönheit, Sport;Nein;Nein;Nein;Eher nicht;Ja;Nein;Heimat(land)
1;1;Keine Angabe;2013;Andere Schule;Keine Angabe;Keine Angabe;Keine Angabe;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;New York
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Lohn;Sport;Schönheit, Sport;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Heimat(land)
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Eher gut;Unterrichtsart (mehr praktischer Unterricht);Keine Angabe;Schönheit, Sport;Ja;Ja;Ja;Eher nicht;Ja;Ja;Kanton Bern
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Lehrer erneuern/ wechseln;Sport;Schönheit, Sport;Ja;Ja;Ja;Überhaupt nicht;Ja;Nein;Schweiz
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Lohn;Sport;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Region Basel
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Mittagspause verlängern;Französisch;Schönheit, Sport;Nein;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;nichts;Keine Angabe;Schönheit, Sport;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Keine Angabe
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;längere Pausen;Deutsch;Schönheit, Sport;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Region Basel
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;anderes;Ein anderes Fach;Schönheit, Sport;Nein;Ja;Nein;Eher stark;Nein;Nein;Keine Angabe
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Eher gut;keine Angabe;Deutsch;Verkauf;Ja;Ja;Ja;Überhaupt nicht;Nein;Nein;Sizilien
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;anderes;Keine Angabe;Schönheit, Sport;Nein;Ja;Nein;Sehr stark;Nein;Nein;New York
1;1;Männlich;2013;Sekundarstufe I;11 bis 14 Jahre;Männlich;Eher gut;nichts;Sport;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2013;Sekundarstufe I;> 18 Jahre;Männlich;Eher gut;strenge Regeln;Sport;Bau;Ja;Ja;Nein;Überhaupt nicht;Nein;Ja;Region Basel
1;1;Männlich;2013;Sekundarstufe I;Keine Angabe;Männlich;Eher gut;keine Angabe;Ein anderes Fach;Chemie, Physik;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;London
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;strenge Regeln;Ein anderes Fach;Verkauf;Ja;Ja;Nein;Sehr stark;Nein;Ja;Thailand
1;1;Männlich;2013;Sekundarstufe I;11 bis 14 Jahre;Männlich;Eher gut;Weiss nicht;Sport;Bau;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Kalifornien
1;1;Männlich;2013;Sekundarstufe I;11 bis 14 Jahre;Männlich;Keine Angabe;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Region Basel
1;1;Männlich;2013;Sekundarstufe I;11 bis 14 Jahre;Männlich;Sehr gut;nichts;Sport;Keine Angabe;Nein;Ja;Nein;Eher stark;Nein;Nein;Schweiz
1;1;Männlich;2013;Sekundarstufe I;11 bis 14 Jahre;Männlich;Eher nicht gut;Ferien (mehr und länger) (Weihnachtsferien);Sport;Natur;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Irland
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;keine Angabe;Ein anderes Fach;Gesundheit;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Kalsruhe
1;1;Männlich;2013;Sekundarstufe I;11 bis 14 Jahre;Männlich;Sehr gut;mehr Sport;Sport;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Schweiz
1;1;Weiblich;2013;Sekundarstufe I;Keine Angabe;Weiblich;Eher gut;weniger Hausaufgaben;Französisch;Keine Angabe;Ja;Ja;Ja;Eher nicht;Nein;Ja;Keine Angabe
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Sehr gut;nichts;Deutsch;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Schweiz
1;1;Weiblich;2013;Sekundarstufe I;15 bis 17 Jahre;Weiblich;Eher nicht gut;Unterrichtsart (mehr praktischer Unterricht);Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Eher stark;Nein;Nein;Amazonas
1;1;Männlich;2013;Sekundarstufe I;11 bis 14 Jahre;Männlich;Eher gut;Pausenplatz;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2013;Sekundarstufe I;Keine Angabe;Männlich;Eher gut;keine Angabe;Keine Angabe;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Region Basel
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;keine Angabe;Musik;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Rom
1;1;Männlich;2013;Sekundarstufe I;11 bis 14 Jahre;Männlich;Eher gut;strenge Regeln;Ein anderes Fach;Gestaltung, Kunst;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Tibet
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;Weiss nicht;Ein anderes Fach;Natur;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;London
1;1;Männlich;2013;Sekundarstufe I;11 bis 14 Jahre;Männlich;Eher nicht gut;später beginnen;Sport;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Keine Angabe
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;Leistungsdruck verringern;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Sehr stark;Nein;Nein;Hawaii
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;keine Angabe;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Keine Angabe;Nein;Nein;Keine Angabe
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher nicht gut;Unterrichtsart (mehr praktischer Unterricht);Ein anderes Fach;Wirtschaft, Verwaltung;Nein;Nein;Nein;Eher nicht;Nein;Nein;Keine Angabe
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;kein Französisch mehr;Ein anderes Fach;Keine Angabe;Ja;Ja;Ja;Eher stark;Ja;Ja;Amerika
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Keine Angabe;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Hamburg
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Sehr gut;gewisse Schulfächer;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;München
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;Unterrichtsart (mehr praktischer Unterricht);Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Sehr stark;Nein;Nein;Karibik
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Eher gut;Weiss nicht;Ein anderes Fach;Keine Angabe;Ja;Nein;Ja;Sehr stark;Ja;Nein;Region Basel
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;kein Französisch mehr;Ein anderes Fach;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Ja;Nein;Region Basel
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Sehr gut;weniger Tests/besser verteilt;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Aleppo
1;1;Männlich;2013;Gymnasium;> 18 Jahre;Männlich;Sehr gut;weniger Tests/besser verteilt;Ein anderes Fach;Keine Angabe;Nein;Ja;Nein;Eher nicht;Nein;Nein;anderes
1;1;Männlich;2013;Gymnasium;> 18 Jahre;Männlich;Eher gut;Notensystem;Ein anderes Fach;Verkehr, Logistik;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;New York
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;keine Angabe;Ein anderes Fach;Wirtschaft, Verwaltung;Nein;Ja;Ja;Eher stark;Ja;Nein;Dubai
1;1;Männlich;2013;Gymnasium;> 18 Jahre;Männlich;Eher gut;später beginnen;Mathematik;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Kanton Zürich
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;später beginnen;Ein anderes Fach;Kultur;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Miami
1;1;Männlich;2013;Gymnasium;15 bis 17 Jahre;Männlich;Eher gut;Schulzeiten/ Stundenplan;Sport;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Mathematik;Informatik;Ja;Nein;Ja;Überhaupt nicht;Nein;Nein;am Meer/ auf einer Insel
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;schöneres Schulhaus;Ein anderes Fach;Gesundheit;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;New York
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;nicht so streng;Ein anderes Fach;Gesundheit;Nein;Ja;Nein;Eher nicht;Nein;Nein;Kroatien
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Eher gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Keine Angabe;Nein;Nein;Nein;Eher nicht;Nein;Nein;Kroatien
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Eher nicht gut;schöneres Schulhaus;Ein anderes Fach;Keine Angabe;Ja;Nein;Ja;Eher stark;Nein;Nein;Region Basel
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Keine Angabe;Gestaltung, Kunst;Nein;Ja;Nein;Überhaupt nicht;Nein;Ja;Hawaii
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher nicht gut;Unterrichtsart (mehr praktischer Unterricht);Englisch;Keine Angabe;Ja;Ja;Nein;Eher nicht;Nein;Nein;Griechenland
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Keine Angabe;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Grossbritannien
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Eher gut;Weiss nicht;Ein anderes Fach;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Eher nicht gut;Pausenplatz;Ein anderes Fach;Gesundheit;Ja;Ja;Ja;Überhaupt nicht;Nein;Nein;Berlin
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Ein anderes Fach;Keine Angabe;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;Brigthon
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Schulzeiten/ Stundenplan;Englisch;Gesundheit;Ja;Ja;Nein;Überhaupt nicht;Nein;Ja;Finnland
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;nichts;Ein anderes Fach;Gesundheit;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;keine Angabe;Englisch;Gesundheit;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Kanton Zürich
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Eher gut;Schulzeiten/ Stundenplan;Ein anderes Fach;Wirtschaft, Verwaltung;Ja;Nein;Ja;Sehr stark;Ja;Nein;anderes
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;kein Französisch mehr;Sport;Keine Angabe;Ja;Nein;Nein;Eher nicht;Ja;Nein;Region Basel
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Sehr gut;längere Pausen;Deutsch;Verkehr, Logistik;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Schweiz
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Eher gut;keine Angabe;Englisch;anderes;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;anderes
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher nicht gut;Lehrer erneuern/ wechseln;Sport;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Eher gut;Mittagspause verlängern;Englisch;Informatik;Ja;Ja;Ja;Überhaupt nicht;Nein;Nein;anderes
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Eher gut;keine Angabe;Englisch;Informatik;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Heimat(land)
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Eher gut;Lehrer erneuern/ wechseln;Ein anderes Fach;Keine Angabe;Ja;Ja;Ja;Eher stark;Ja;Ja;Region Basel
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Eher gut;schöneres Schulhaus;Sport;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Heimat(land)
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Sehr gut;keine Angabe;Sport;Wirtschaft, Verwaltung;Ja;Ja;Nein;Eher nicht;Nein;Nein;Italien
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;nichts;Ein anderes Fach;Wirtschaft, Verwaltung;Ja;Ja;Nein;Eher nicht;Nein;Ja;anderes
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;nichts;Deutsch;Wirtschaft, Verwaltung;Ja;Ja;Nein;Eher nicht;Ja;Nein;Kroatien
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;keine Angabe;Englisch;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;nichts;Ein anderes Fach;Wirtschaft, Verwaltung;Nein;Ja;Nein;Eher stark;Nein;Nein;weiss nicht
1;1;Männlich;2013;Andere Schule;> 18 Jahre;Männlich;Eher gut;Arbeitszeiten;Englisch;Wirtschaft, Verwaltung;Nein;Ja;Ja;Eher nicht;Ja;Nein;Türkei
1;1;Männlich;2013;Andere Schule;> 18 Jahre;Männlich;Sehr gut;Lohn;Sport;Wirtschaft, Verwaltung;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Hamburg
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Sehr gut;keine Angabe;Sport;Verkehr, Logistik;Nein;Nein;Nein;Sehr stark;Nein;Nein;Schweiz
1;1;Männlich;2013;Andere Schule;> 18 Jahre;Männlich;Eher gut;Lohn;Ein anderes Fach;Keine Angabe;Ja;Ja;Nein;Eher nicht;Ja;Ja;Malediven
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;keine Angabe;Englisch;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;London
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Ein anderes Fach;Wirtschaft, Verwaltung;Nein;Nein;Nein;Eher stark;Nein;Nein;Türkei
1;1;Weiblich;2013;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Weiss nicht;Englisch;Keine Angabe;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;Kosovo
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Eher gut;Besserer Chef;Ein anderes Fach;Keine Angabe;Ja;Nein;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Eher nicht gut;keine Angabe;Ein anderes Fach;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht;Nein;Nein;anderes
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Sehr gut;nichts;Deutsch;Wirtschaft, Verwaltung;Ja;Ja;Ja;Eher nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Eher gut;Besserer Chef;Sport;Wirtschaft, Verwaltung;Nein;Nein;Nein;Überhaupt nicht;Ja;Ja;Amerika
1;1;Männlich;2013;Andere Schule;15 bis 17 Jahre;Männlich;Sehr gut;nichts;Ein anderes Fach;Wirtschaft, Verwaltung;Ja;Ja;Nein;Eher nicht;Nein;Nein;Serbien
1;1;Männlich;2013;Andere Schule;> 18 Jahre;Männlich;Sehr gut;nichts;Mathematik;Verkehr, Logistik;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Kanton Tessin
1;1;Weiblich;2013;Andere Schule;> 18 Jahre;Weiblich;Eher gut;keine Angabe;Englisch;Wirtschaft, Verwaltung;Ja;Ja;Nein;Eher stark;Ja;Ja;Region Basel
1;1;Männlich;2013;Andere Schule;> 18 Jahre;Männlich;Sehr gut;keine Angabe;Sport;Wirtschaft, Verwaltung;Nein;Nein;Nein;Überhaupt nicht;Nein;Nein;England
1;1;Männlich;2013;Andere Schule;> 18 Jahre;Männlich;Sehr gut;schöneres Schulhaus;Ein anderes Fach;Wirtschaft, Verwaltung;Nein;Nein;Nein;Eher nicht;Nein;Nein;Region Basel
1;1;Männlich;2013;Andere Schule;> 18 Jahre;Männlich;Eher gut;keine Angabe;Englisch;Wirtschaft, Verwaltung;Nein;Nein;Nein;Eher stark;Ja;Ja;Region Basel
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Eher nicht gut;weniger Hausaufgaben;Englisch;Bildung, Soziales;Ja;Ja;Nein;Überhaupt nicht;Ja;Ja;Florida
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;Organisation/ System verbessern;Ein anderes Fach;Wirtschaft, Verwaltung;Nein;Nein;Nein;Eher stark;Nein;Nein;am Meer/ auf einer Insel
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Organisation/ System verbessern;Ein anderes Fach;Keine Angabe;Nein;Ja;Nein;Überhaupt nicht;Nein;Nein;Region Basel
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;Mensa;Englisch;Keine Angabe;Nein;Ja;Nein;Eher nicht;Ja;Nein;Amsterdam
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Mensa;Ein anderes Fach;Keine Angabe;Nein;Ja;Nein;Eher nicht;Nein;Nein;Malediven
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Gar nicht gut;Organisation/ System verbessern;Englisch;Keine Angabe;Ja;Nein;Nein;Eher stark;Nein;Nein;Island
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Eher nicht gut;Organisation/ System verbessern;Keine Angabe;Keine Angabe;Ja;Ja;Nein;Eher nicht;Nein;Ja;London
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;Lehrer erneuern/ wechseln;Ein anderes Fach;Natur;Ja;Ja;Nein;Eher stark;Nein;Nein;Frankreich
